wikipedia_title,wikipedia_url,question_original,question,question_type,answer,evidence,evidence_section_id,evidence_section_title,dataset_name,dataset_category_id,wikipedia_url_used_in_train,encyclopedic_vqa_split,dataset_image_ids
Lobelia siphilitica,https://en.wikipedia.org/wiki/Lobelia_siphilitica,What does lobelia siphilitica treat?,What does this plant treat?,automatic,respiratory and muscle disorders,,5,Uses,inaturalist,7110,False,test,2768192
Lobelia siphilitica,https://en.wikipedia.org/wiki/Lobelia_siphilitica,What was lobelia siphilitica once thought to cure?,What was this plant once thought to cure?,automatic,syphilis,,5,Uses,inaturalist,7110,False,test,2769560
Lobelia spicata,https://en.wikipedia.org/wiki/Lobelia_spicata,Where is lobelia spicata native to?,Where is this plant native to?,automatic,North America,,0,Lobelia spicata,inaturalist,7111,True,test,2763451
Lonicera canadensis,https://en.wikipedia.org/wiki/Lonicera_canadensis,What is the estimated probability of finding lonicera canadensis in wetlands?,What is the estimated probability of finding this plant in wetlands?,automatic,1%-33%,,0,Lonicera canadensis,inaturalist,7643,True,test,2760343
Lullula arborea,https://en.wikipedia.org/wiki/Woodlark,"What did a minister from clinic, perthshire call the sound of the woodlark?","What did a minister from clinic, perthshire call the sound of this bird?",automatic,delightful,,9,In culture,inaturalist,3694,True,test,2777707
Luscinia luscinia,https://en.wikipedia.org/wiki/Thrush_nightingale,What organization estimates the population of thrush nightingales in europe?,What organization estimates the population of this bird in europe?,automatic,BirdLife International,,6,Status,inaturalist,3981,True,test,2778655
Luscinia svecica,https://en.wikipedia.org/wiki/Bluethroat,Which sex of the luscinia svecica was thought to resemble the swedish flag?,Which sex of the this bird was thought to resemble the swedish flag?,automatic,male,,2,Etymology,inaturalist,3983,True,test,2754405
Lycopodium fastigiatum,https://en.wikipedia.org/wiki/Austrolycopodium_fastigiatum,What is the common name of lycopodium fastigiatum?,What is the common name of this plant?,automatic,alpine club moss or mountain club moss,,0,Austrolycopodium fastigiatum,inaturalist,6470,True,test,2710695
Lysichiton americanus,https://en.wikipedia.org/wiki/Lysichiton_americanus,What is attracted to the odour of the flowers of the lysichiton americanus?,What is attracted to the odour of the flowers of this plant?,automatic,Flies,,4,Ecology,inaturalist,5801,True,test,2778072
Lysimachia nummularia,https://en.wikipedia.org/wiki/Lysimachia_nummularia,What part of the lysimachia nummularia is cup-shaped?,What part of this plant is cup-shaped?,automatic,flowers,,1,Description,inaturalist,7856,True,test,2752898
Macrothylacia rubi,https://en.wikipedia.org/wiki/Macrothylacia_rubi,Which sex of macrothylacia rubi has reddish brown wings?,Which sex of this moth has reddish brown wings?,automatic,males,,2,Description,inaturalist,1417,True,test,2755538
Madia sativa,https://en.wikipedia.org/wiki/Madia_sativa,What is another common name for madia sativa?,What is another common name for this plant?,automatic,Chilean tarweed,,0,Madia sativa,inaturalist,6886,True,test,2705007
Magnolia grandiflora,https://en.wikipedia.org/wiki/Magnolia_grandiflora,What part of the magnolia grandiflora is very fragrant?,What part of this plant is very fragrant?,automatic,flowers,,7,Cultivars,inaturalist,8761,True,test,2766042
Malvaviscus arboreus,https://en.wikipedia.org/wiki/Malvaviscus_arboreus,Where does malvaviscus arboreus occur?,Where does this plant occur?,automatic,Texas,,2,Habitat and ecology,inaturalist,8963,True,test,2765643
Manduca sexta,https://en.wikipedia.org/wiki/Manduca_sexta,What is used to disinfect the eggs of the manduca sexta?,What is used to disinfect the eggs of this insect?,automatic,dilute household bleach,,7,Laboratory rearing,inaturalist,2207,True,test,2708972
Manorina melanocephala,https://en.wikipedia.org/wiki/Noisy_miner,How long did it take two noisy miners to kill a house sparrow?,How long did it take two of these birds to kill a house sparrow?,automatic,six minutes,,10,Agonistic behaviour,inaturalist,3931,True,test,2709083
Marah oregana,https://en.wikipedia.org/wiki/Marah_oreganus,What emerges before the flower on the marah oregana?,What emerges before the flower on this plant?,automatic,vine,,2,Flower,inaturalist,7630,True,test,2712440
Marrubium vulgare,https://en.wikipedia.org/wiki/Marrubium_vulgare,What is one area in which marrubium vulgare is native?,What is one area in which this plant is native?,automatic,Europe,,0,Marrubium vulgare,inaturalist,8459,True,test,2689578
Medicago polymorpha,https://en.wikipedia.org/wiki/Medicago_polymorpha,What genus is medicago polymorpha in?,What genus is this plant in?,automatic,Medicago,,0,Medicago polymorpha,inaturalist,8022,True,test,2693154
Megaceryle torquata,https://en.wikipedia.org/wiki/Ringed_kingfisher,What color brown do male ringed kingfishers have?,What color brown do male this bird have?,automatic,rusty,,5,Sexual dimorphism,inaturalist,3559,True,test,2687875
Megarynchus pitangua,https://en.wikipedia.org/wiki/Boat-billed_flycatcher,What does the female boat-billed flycatcher make her nest out of?,What does the female of this bird make her nest out of?,automatic,sticks,,0,Boat-billed flycatcher,inaturalist,4311,True,test,2697757
Melopsittacus undulatus,https://en.wikipedia.org/wiki/Budgerigar,What is the budgerigar's genus name?,What is the genus name of this bird?,automatic,Melopsittacus,,1,Taxonomy and etymology,inaturalist,4526,True,test,2779150
Melopsittacus undulatus,https://en.wikipedia.org/wiki/Budgerigar,What spectrum brightens budgerigar feathers to attract mates?,What spectrum brightens this bird's feathers to attract mates?,automatic,ultraviolet,,2,Description,inaturalist,4526,True,test,2781198
Melopsittacus undulatus,https://en.wikipedia.org/wiki/Budgerigar,Who can budgerigars be taught to play with?,Who can this bird be taught to play with?,automatic,humans,,9,Aviculture,inaturalist,4526,True,test,2703838
Mentha pulegium,https://en.wikipedia.org/wiki/Mentha_pulegium,"Other than erect, what is the growth habit of mentha pulegium?","Other than erect, what is the growth habit of this plant?",automatic,creeping,,1,Description,inaturalist,8466,True,test,2721321
Mentha pulegium,https://en.wikipedia.org/wiki/Mentha_pulegium,"In addition to physicians, who kept records of pennyroyal's medicinal properties?","In addition to physicians, who kept records of this plant's medicinal properties?",automatic,scholars,,5,Ancient to modern use,inaturalist,8466,True,test,2700034
Mertensia maritima,https://en.wikipedia.org/wiki/Mertensia_maritima,How strong is the smell of mushrooms that the mertensia maritima gives off?,How strong is the smell of mushrooms that this plant gives off?,automatic,faint,,1,Description,inaturalist,7167,True,test,2763092
Metrosideros robusta,https://en.wikipedia.org/wiki/Metrosideros_robusta,What has helped the northern rata?,What has helped this plant?,automatic,Project Crimson,,4,Conservation,inaturalist,9020,True,test,2690446
Microcarbo melanoleucos,https://en.wikipedia.org/wiki/Little_pied_cormorant,How many older authorities refer to the little pied cormorant as phalacrocorax melanoleucus?,How many older authorities refer to this bird as phalacrocorax melanoleucus?,automatic,most,,1,Taxonomy,inaturalist,4570,True,test,2751874
Microcarbo melanoleucos,https://en.wikipedia.org/wiki/Little_pied_cormorant,How do the eggs of microcarbo melanoleucos become stained?,How do the eggs of this bird become stained?,automatic,with faeces,,5,Breeding,inaturalist,4570,True,test,2736580
Mikania micrantha,https://en.wikipedia.org/wiki/Mikania_micrantha,What country uses mikania micrantha to treat gastric ulcers?,What country uses this plant to treat gastric ulcers?,automatic,Bangladesh,,5,Medicinal uses,inaturalist,6897,True,test,2734166
Milvus milvus,https://en.wikipedia.org/wiki/Red_kite,What happens to the pair-bond of migrating red kites each year?,What happens to the pair-bond of migrating this bird each year?,automatic,renewed,,5,Breeding,inaturalist,3172,True,test,2769281
Mirabilis jalapa,https://en.wikipedia.org/wiki/Mirabilis_jalapa,How fast does mirabilis jalapa grow?,How fast does this plant grow?,automatic,rapid,,4,Distribution and habitat,inaturalist,7503,True,test,2780474
Moehringia trinervia,https://en.wikipedia.org/wiki/Moehringia_trinervia,Is three-nerved sandwort found or absent in secondary woodland?,Is this plant found or absent in secondary woodland?,automatic,found,,2,Habitat and distribution,inaturalist,7437,True,test,2771628
Momordica charantia,https://en.wikipedia.org/wiki/Momordica_charantia,In what climate does momordica charantia grow?,In what climate does this plant grow?,automatic,tropical and subtropical,,0,Momordica charantia,inaturalist,7632,True,test,2774608
Momordica charantia,https://en.wikipedia.org/wiki/Momordica_charantia,What is one of the purported uses of momordica charantia?,What is one of the purported uses of this plant?,automatic,cancer prevention,,6,Pharmacology,inaturalist,7632,True,test,2739520
Motacilla alba,https://en.wikipedia.org/wiki/White_wagtail,How often are motacilla alba placed into collections?,How often are this bird placed into collections?,automatic,often,,8,Status,inaturalist,3968,True,test,2697517
Motacilla flava,https://en.wikipedia.org/wiki/Western_yellow_wagtail,Which sex of the western yellow wagtail is olive above and yellow below?,Which sex of this bird is olive above and yellow below?,automatic,male,,0,Western yellow wagtail,inaturalist,3972,True,test,2781899
Muntingia calabura,https://en.wikipedia.org/wiki/Muntingia,Is the muntingia calabura native or introduced to the neotropics?,Is this plant native or introduced to the neotropics?,automatic,native,,0,Muntingia,inaturalist,8987,True,test,2711084
Muraltia heisteria,https://en.wikipedia.org/wiki/Muraltia_heisteria,Who first described muraltia heisteria?,Who first described this plant?,automatic,Carl Linnaeus,,0,Muraltia heisteria,inaturalist,8125,True,test,2713415
Murraya paniculata,https://en.wikipedia.org/wiki/Murraya_paniculata,What does the fruit of the murraya paniculata contain that is densely hairy?,What does the fruit of this plant contain that is densely hairy?,automatic,seeds,,1,Description,inaturalist,9558,True,test,2760588
Myiarchus tyrannulus,https://en.wikipedia.org/wiki/Brown-crested_flycatcher,The brown-crested flycatcher catches what by flycatching amongst the undergrowth?,What does this bird catch by flycatching amongst the undergrowth?,automatic,its prey,,2,Distribution and ecology,inaturalist,4316,True,test,2714724
Myosotis latifolia,https://en.wikipedia.org/wiki/Myosotis_latifolia,What part of africa is the broadleaf forget-me-not native to?,What part of africa is this plant native to?,automatic,northwestern,,0,Myosotis latifolia,inaturalist,7172,True,test,2699803
Nasturtium officinale,https://en.wikipedia.org/wiki/Watercress,What does watercress contain?,What does this plant contain?,automatic,isothiocyanates,,6,Phytochemicals and cooking,inaturalist,7266,True,test,2711881
Nemophila parviflora,https://en.wikipedia.org/wiki/Nemophila_parviflora,How are the lobes arranged on the leaves of the nemophila parviflora?,How are the lobes arranged on the leaves of this plant?,automatic,entire,,1,Description,inaturalist,7180,True,test,2714427
Neoconocephalus triops,https://en.wikipedia.org/wiki/Neoconocephalus_triops,What family is the broad-tipped conehead a member of?,What family is this insect a member of?,automatic,Tettigoniidae,,0,Neoconocephalus triops,inaturalist,2677,True,test,2699548
Nisaetus cirrhatus,https://en.wikipedia.org/wiki/Changeable_hawk-eagle,What part of the primary feathers are dark on juvenile nisaetus cirrhatus?,What part of the primary feathers are dark on juvenile this bird?,automatic,tips,,3,Description,inaturalist,3175,True,test,2785400
Nymphaea alba,https://en.wikipedia.org/wiki/Nymphaea_alba,What part of the nymphaea alba has many small stamens inside?,What part of this flower has many small stamens inside?,automatic,flowers,,1,Description,inaturalist,9083,True,test,2767923
Nymphoides indica,https://en.wikipedia.org/wiki/Nymphoides_indica,What does the nymphoides indica have for flowers?,What does this plant have for flowers?,automatic,clustered white flowers,,1,Description,inaturalist,7124,True,test,2767572
Oclemena acuminata,https://en.wikipedia.org/wiki/Oclemena_acuminata,What is the furthest south the oclemena acuminata grows?,What is the furthest south this plant grows?,automatic,Georgia,,0,Oclemena acuminata,inaturalist,6904,True,test,2764052
Oenothera macrocarpa,https://en.wikipedia.org/wiki/Oenothera_macrocarpa,"In addition to limestone outcrops, where is the bigfruit evening primrose found?","In addition to limestone outcrops, where is this plant found?",automatic,calcareous prairies,,0,Oenothera macrocarpa,inaturalist,9068,True,test,2693330
